"codigo";"nome_ascii";"nivel_ensino";"ano";"periodo";"capacidade_aluno";"local";"data_inicio";"data_fim";"codigo_turma";"descricao_horario";"observacao";"distancia";"tipo";"data_consolidacao";"agrupadora";"situacao_turma";"convenio";"modalidade_participantes";"campus_turma"
"FAR0024";"METODOS INST.APLIC.A ANALISE DE MEDICAMENTOS";"GRADUAÇÃO";2017;1;-1;"";"2017-02-13";"2017-07-01";"02";"";"";"f";1;"";"t";"ABERTA";"";"Presencial";"Campus Central"
"LET2228";"LEITURAS ORIENTADAS EM LINGUISTICA APLICADA III";"STRICTO SENSU";2017;1;2;"sala do orientador";"2017-03-06";"2017-07-14";"08";"2T2";"";"f";1;"";"f";"EXCLUÍDA";"";"Presencial";""
"DIM0837";"ESTAGIO DOCENCIA EM COMPUTACAO 1";"STRICTO SENSU";2017;1;3;"a definir";"2017-02-13";"2017-06-24";"04";"6M1234";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"ECT2403";"FISICA EXPERIMENTAL II";"GRADUAÇÃO";2017;1;-1;"";"2017-02-13";"2017-07-01";"11";"";"";"f";1;"";"t";"ABERTA";"";"Presencial";"Campus Central"
"EFL0400";"SOLOS FLORESTAIS";"GRADUAÇÃO";2017;1;38;"SALA 06";"2017-02-13";"2017-07-01";"01";"2T123";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Macaíba"
"LET2228";"LEITURAS ORIENTADAS EM LINGUISTICA APLICADA III";"STRICTO SENSU";2017;1;1;"sala do orientador";"2017-03-06";"2017-07-14";"07";"2T3";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"CST1135.4";"PRATICAS II-CUIDADOS DE ENFERMAGEM NA CLINICA DE ENFERMAGEM";"GRADUAÇÃO";2017;1;6;"Clínica de Enfermagem";"2017-06-06";"2017-06-08";"04";"35M123456 4M12345  4T1234 (06/06/2017 - 08/06/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Santa Cruz"
"DBQ2243";"SEMINARIOS DE ORIENTACAO DE TESE II";"STRICTO SENSU";2017;1;5;"A definir";"2017-02-13";"2017-06-30";"02";"7T4";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"MCL0035";"INTERNATO EM CLINICA MEDICA II";"GRADUAÇÃO";2017;1;6;"HUOL";"2017-05-15";"2017-06-30";"05";"23456M123456  23456T51234 (15/05/2017 - 30/06/2017)";"";"f";1;"";"f";"A DEFINIR DOCENTE";"";"Presencial";"Campus Central"
"NEU0031";"TOPICOS DE TESE IV";"STRICTO SENSU";2017;1;2;"INSTITUTO DO CEREBRO";"2017-03-11";"2017-05-27";"01";"7M123";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"ECM007";"SEMINARIO DE ORIENTACAO II";"STRICTO SENSU";2017;1;1;"Sala do orientador";"2017-02-20";"2017-07-01";"06";"7M34";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"FST-6005";"ABORDAGEM FISIOTERAPEUTICA EM DESENVOLVIMENTO, CONTROLE E APRENDIZAGEM MOTORA";"STRICTO SENSU";2017;1;25;"AUDITÓRIO DO DEPTO DE FISIOTERAPIA";"2017-02-13";"2017-06-30";"01";"5T5234";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"DMP0090";"IMUNOLOGIA BASICA";"GRADUAÇÃO";2017;1;-1;"";"2017-02-13";"2017-07-01";"03";"";"";"f";1;"";"t";"ABERTA";"";"Presencial";"Campus Central"
"PED3016";"ESTAGIO SUPERVISIONADO DE FORMACAO DE PROFESSORES III (MATEMATICA)";"GRADUAÇÃO";2017;1;35;"MULTIPOLO";"2017-02-13";"2017-07-01";"01";"";"";"t";1;"";"f";"ABERTA";"";"A Distância";""
"CEM0100";"TOPICOS ESPECIAIS EM CIENCIA E ENGENHARIA DE MATERIAIS I";"STRICTO SENSU";2017;1;28;"Sala de aula do PPGCEM";"2017-03-01";"2017-06-30";"01";"3M34";"Será abordado na disciplina a Metalurgia Física  da Soldagem";"f";1;"";"f";"ABERTA";"";"Presencial";""
"FST6004";"PLASTICIDADE DO MUSCULO ESQUELETICO";"STRICTO SENSU";2017;1;15;"AUDITÓRIO DO DEPTO DE FISIOTERAPIA";"2017-02-13";"2017-06-30";"01";"3T5234";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"CST1135.3";"PRATICAS I-CUIDADOS DE ENFERMAGEM NO HOSPITAL";"GRADUAÇÃO";2017;1;6;"Hosp. Regional Dr. Mariano Coelho (Currais Novos)";"2017-05-23";"2017-05-25";"05";"35M123456 4M12345  4T1234 (23/05/2017 - 25/05/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Santa Cruz"
"DMP0091";"MICROBIOLOGIA BASICA";"GRADUAÇÃO";2017;1;35;"Centro de Biociências";"2017-02-13";"2017-07-01";"03A";"24N34";"";"f";1;"";"f";"EXCLUÍDA";"";"Presencial";"Campus Central"
"DMP0091";"MICROBIOLOGIA BASICA";"GRADUAÇÃO";2017;1;-1;"";"2017-02-13";"2017-07-01";"03";"";"";"f";1;"";"t";"ABERTA";"";"Presencial";"Campus Central"
"FST6018";"NEUROFISIOLOGIA DOS HORMONIOS SEXUAIS E SISTEMA MUSCULOESQUELETICO";"STRICTO SENSU";2017;1;10;"AUDITÓRIO DO DEPTO DE FISIOTERAPIA";"2017-02-13";"2017-06-30";"01";"4T234";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"PPGE0300";"METODOLOGIA DO ENSINO SUPERIOR";"STRICTO SENSU";2017;1;40;"Sala 303 do Bloco de Aulas do Centro de Educação";"2017-03-08";"2017-07-01";"01";"4M2345";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"ESU0711";"BIOLOGIA HUMANA, CORPOREIDADE E PROMOCAO DA SAUDE";"TÉCNICO";2017;1;40;"SALA 27-A";"2017-02-14";"2017-03-07";"02";"3456M23456";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"DIM0837";"ESTAGIO DOCENCIA EM COMPUTACAO 1";"STRICTO SENSU";2017;1;3;"a definir";"2017-02-13";"2017-06-24";"12";"6M1234";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"ECL0030";"ELEMENTOS DE ECOLOGIA PARA ENGENHARIA FLORESTAL";"GRADUAÇÃO";2017;1;40;"CB";"2017-02-13";"2017-07-01";"01";"2M34 6M56";"";"f";1;"";"f";"EXCLUÍDA";"";"Presencial";"Campus Central"
"CFL2002";"TECNICAS EXPERIMENTAIS EM CIENCIAS FLORESTAIS";"STRICTO SENSU";2017;1;8;"Laboratório de Informática";"2017-02-13";"2017-06-30";"01";"2T1234";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"ADM2013";"COMPRAS E NEGOCIACAO";"LATO SENSU";2017;1;30;"Sala D4 setor V";"2017-02-03";"2017-02-10";"01";"7M2345  7T12  6N1234";"";"f";1;"2017-02-20 07:36:11.649";"f";"CONSOLIDADA";"";"Presencial";""
"PPGEM0036";"SEMINARIO DE PESQUISA I";"STRICTO SENSU";2017;1;1;"A definir";"2017-03-06";"2017-06-30";"03";"2M4";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"PGEL053";"LEITURAS ORIENTADAS EM LINGUISTICA TEORICA E DESCRITIVA III";"STRICTO SENSU";2017;1;3;"Sala do orientador";"2017-03-06";"2017-07-14";"08";"2T2";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"PPGE0200";"EDUCACAO BRASILEIRA";"STRICTO SENSU";2017;1;40;"Sala 405 do Bloco de Aulas do Centro de Educação";"2017-03-08";"2017-07-01";"02";"6T2345";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"PPGEM0036";"SEMINARIO DE PESQUISA I";"STRICTO SENSU";2017;1;2;"A definir";"2017-03-06";"2017-06-30";"04";"2M4";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"MUT481";"PRATICA DE CONJUNTO";"TÉCNICO";2017;1;10;"ESTÚDIO (Aquário)";"2017-02-13";"2017-07-01";"08";"5T123";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"DSC0063";"ATIVIDADE INTERATIVA INTERDISCIPLINAR II: SAUDE E CIDADANIA (SACI II)";"GRADUAÇÃO";2017;1;14;"UBS de Aparecida (Mãe Luiza)";"2017-02-13";"2017-07-01";"01";"3T2345";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DIM0837";"ESTAGIO DOCENCIA EM COMPUTACAO 1";"STRICTO SENSU";2017;1;3;"a definir";"2017-02-13";"2017-06-24";"13";"6M1234";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"LET2232";"LEITURAS ORIENTADAS EM LINGUISTICA APLICADA VII";"STRICTO SENSU";2017;1;2;"Sala do orientador";"2017-03-06";"2017-07-14";"09";"2T4";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"CIV0442";"METODOLOGIA CIENTIFICA E TECNOLOGICA";"GRADUAÇÃO";2017;1;45;"4I5";"2017-02-13";"2017-07-01";"01";"3N12";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"PET0502";"PLANEJAMENTO E OTIMIZACAO EXPERIMENTAL";"STRICTO SENSU";2017;1;15;"Sala 3D7";"2017-02-13";"2017-06-30";"01";"3M2345";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"CIN0125";"METODOLOGIA DA PESQUISA EM BIBLIOTECONOMIA II";"GRADUAÇÃO";2017;1;40;".";"2017-02-13";"2017-07-01";"01";"24T34";"";"f";1;"";"f";"EXCLUÍDA";"";"Presencial";"Campus Central"
"LET2229";"LEITURAS ORIENTADAS EM LINGUISTICA APLICADA IV";"STRICTO SENSU";2017;1;2;"sala do orientador";"2017-03-06";"2017-07-14";"01";"2T3";"";"f";1;"";"f";"EXCLUÍDA";"";"Presencial";""
"EEN0028";"ATENCAO A CLIENTES EM SITUACAO DE URGENCIA E EMERGENCIA";"TÉCNICO";2017;1;41;"SALA 19";"2017-02-14";"2017-03-16";"01";"35T12345";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"LET2230";"LEITURAS ORIENTADAS EM LINGUISTICA APLICADA V";"STRICTO SENSU";2017;1;2;"Sala do orientador";"2017-03-06";"2017-07-14";"05";"2T3";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"MUS0054";"INSTRUMENTO VII";"GRADUAÇÃO";2017;1;2;"Sala 04";"2017-02-13";"2017-07-01";"14";"3M45";"Turma clonada a partir da turma 2017.1 - MUS0054 T08";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"EEN0030";"ATENCAO A MULHER GRAVE NO CICLO GRAVIDICO PUERPERAL";"TÉCNICO";2017;1;42;"SALA 19";"2017-05-23";"2017-06-08";"01";"35T12345";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"QUI2076";"FISICO-QUIMICA AVANCADA";"STRICTO SENSU";2017;1;30;"3F1";"2017-03-01";"2017-06-30";"01";"6M2345";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"FIS2012";"TOPICOS ESPECIAIS EM FISICA FUNDAMENTAL";"STRICTO SENSU";2017;1;20;"a definir";"2017-03-06";"2017-06-30";"01";"24M45";"Informação Quântica e Matéria Quântica";"f";1;"";"f";"ABERTA";"";"Presencial";""
"FST2033";"SEMINARIO EM PESQUISA II";"STRICTO SENSU";2017;1;25;"AUDITÓRIO DO DEPTO DE FISIOTERAPIA";"2017-02-13";"2017-06-30";"01";"6T23";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"PPGE0200";"EDUCACAO BRASILEIRA";"STRICTO SENSU";2017;1;40;"Sala 405 do Bloco de Aulas do Centro de Educação";"2017-03-08";"2017-07-01";"01";"5T2345";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"CST1135.5";"PRATICAS III- CUIDADOS DE ENFERMAGEM NO HOSPITAL - MEDICACAO";"GRADUAÇÃO";2017;1;6;"Clínica de Enfermagem";"2017-06-13";"2017-06-20";"10";"3M123456 4M12345  4T1234 (13/06/2017 - 14/06/2017), 3M123456 (20/06/2017 - 20/06/2017)";"";"f";1;"";"f";"EXCLUÍDA";"";"Presencial";"Campus Santa Cruz"
"EEN0029";"ATENCAO AO ADULTO GRAVE";"TÉCNICO";2017;1;42;"SALA 19";"2017-05-22";"2017-06-28";"01";"246T12345";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"MOR0082";"MORFOLOGIA HUMANA APLICADA A ODONTOLOGIA";"GRADUAÇÃO";2017;1;-1;"";"2017-02-13";"2017-07-01";"01";"";"";"f";1;"";"t";"ABERTA";"";"Presencial";"Campus Central"
"EEC3025";"PROJETO DE PESQUISA I";"STRICTO SENSU";2017;1;2;"A definir";"2017-02-13";"2017-07-01";"05";"6N1234";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"DIM0837";"ESTAGIO DOCENCIA EM COMPUTACAO 1";"STRICTO SENSU";2017;1;3;"a definir";"2017-02-13";"2017-06-24";"14";"6M1234";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"MPEF0002";"ELETROMAGNETISMO";"STRICTO SENSU";2017;1;16;"SALA 9-ECT";"2017-01-02";"2017-12-29";"01";"5T5634";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"EEN0027";"BIOSSEGURANCA NAS ACOES DE ENFERMAGEM II";"TÉCNICO";2017;1;42;"SALA 19";"2017-03-27";"2017-04-07";"01";"246T12345";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"MUT497";"RECITAL";"TÉCNICO";2017;1;3;"Sala 04";"2017-02-13";"2017-07-01";"04";"5T456";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"PPGEM0036";"SEMINARIO DE PESQUISA I";"STRICTO SENSU";2017;1;1;"A definir";"2017-03-06";"2017-06-30";"05";"2M2";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"MUS0038";"TOPICOS ESPECIAIS EM PERFORMANCE II";"GRADUAÇÃO";2017;1;30;"Sala 24";"2017-02-13";"2017-07-01";"01";"2M56";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"CFL2017";"PLANEJAMENTO E ECONOMIA FLORESTAL";"STRICTO SENSU";2017;1;15;"Sala 02 - Prédio das Pós-Graduações";"2017-02-13";"2017-06-30";"01";"4T1234";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"PET0102";"ESCOAMENTO MULTIFASICO";"STRICTO SENSU";2017;1;10;"Sala 3D7";"2017-02-13";"2017-06-30";"01";"4M2345";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"MUS0047";"INSTRUMENTO III";"GRADUAÇÃO";2017;1;2;"Sala 20a";"2017-02-13";"2017-07-01";"18";"6M56";"Turma clonada a partir da turma 2017.1 - MUS0047 T17";"f";1;"";"f";"EXCLUÍDA";"";"Presencial";"Campus Central"
"PPGA0044";"TEORIA DE FINANCAS";"STRICTO SENSU";2017;1;30;"Setor V, Sala D3.";"2017-03-06";"2017-06-16";"01";"4M21";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"ECT2102";"VETORES E GEOMETRIA ANALITICA";"GRADUAÇÃO";2017;1;3;"ECT";"2017-02-13";"2017-07-01";"01";"36M34 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"EXCLUÍDA";"";"Presencial";"Campus Central"
"MUT481";"PRATICA DE CONJUNTO";"TÉCNICO";2017;1;10;"ESTÚDIO";"2017-02-13";"2017-06-17";"05";"6T123";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"EEN0127";"SEMIOTECNICA EM ENFERMAGEM II";"TÉCNICO";2017;1;41;"SALA 19";"2017-03-21";"2017-04-18";"01";"35T12345";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"PRO2237";"3. PSICOLOGIA NA ENGENHARIA DE SEGURANCA, COMUNICACAO E TREINAMENTO";"LATO SENSU";2017;1;40;"SALA 222, 1º andar do CTEC.";"2017-03-31";"2017-04-08";"01";"7M2345  7T2345  6N1234";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"PPGE0100";"FILOSOFIA DAS CIENCIAS";"STRICTO SENSU";2017;1;40;"Sala 303 do Bloco de Aulas do Centro de Educação";"2017-03-08";"2017-07-01";"01";"2M2345";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"PED1025";"ENSINO DE CIENCIAS NATURAIS II";"GRADUAÇÃO";2017;1;200;"MULTIPOLO";"2017-02-13";"2017-07-01";"01";"";"";"t";1;"";"f";"ABERTA";"";"A Distância";""
"ECT2401";"COMPUTACAO NUMERICA";"GRADUAÇÃO";2017;1;-1;"";"2017-02-13";"2017-07-01";"06";"";"";"f";1;"";"t";"ABERTA";"";"Presencial";"Campus Central"
"PRO2236";"2. ADMINISTRACAO APLICADA A ENGENHARIA DE SEGURANCA DO TRABALHO";"LATO SENSU";2017;1;40;"SALA 222, 1º andar do CTEC.";"2017-04-28";"2017-05-13";"01";"7M2345  7T2345  6N1234";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"ECM0604";"SEMINARIO DE ORIENTACAO DE DISSERTACAO DE MESTRADO IV";"STRICTO SENSU";2017;1;1;"Sala do orientador";"2017-02-20";"2017-07-01";"04";"7M12";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"DCA0206";"SISTEMAS DE CONTROLE";"GRADUAÇÃO";2017;1;-1;"";"2017-02-13";"2017-07-01";"01";"";"";"f";1;"";"t";"ABERTA";"";"Presencial";"Campus Central"
"DIM0837";"ESTAGIO DOCENCIA EM COMPUTACAO 1";"STRICTO SENSU";2017;1;3;"a definir";"2017-02-13";"2017-06-24";"15";"6M1234";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"PGA4080";"ESCRITA ACADEMICA E PRODUCAO TEXTUAL";"STRICTO SENSU";2017;1;30;"Setor V, Sala D2.";"2017-03-06";"2017-06-16";"01";"4T56";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"MUS0062";"CANTO VII";"GRADUAÇÃO";2017;1;2;"Sala 21";"2017-02-13";"2017-07-01";"02";"2T12";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"PPGEM0036";"SEMINARIO DE PESQUISA I";"STRICTO SENSU";2017;1;1;"A definir";"2017-03-06";"2017-06-30";"06";"2M4";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"MUT0113";"OFICINA DE COMPOSICAO MUSICAL I";"TÉCNICO";2017;1;15;"LAMUCO";"2017-02-13";"2017-07-01";"01";"4T45";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"MUT456";"ELABORACAO E EDICAO DE PARTITURAS";"TÉCNICO";2017;1;10;"Estudio";"2017-02-13";"2017-07-01";"01";"4T1234";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"PSI4014";"SEMINARIO DE ORIENTACAO DE TESE VI";"STRICTO SENSU";2017;1;2;"SALA DA BASE";"2017-03-06";"2017-07-15";"06";"6N34";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"ECT2303";"LINGUAGEM DE PROGRAMACAO";"GRADUAÇÃO";2017;1;-1;"";"2017-02-13";"2017-07-01";"01";"";"";"f";1;"";"t";"ABERTA";"";"Presencial";"Campus Central"
"MUT481";"PRATICA DE CONJUNTO";"TÉCNICO";2017;1;30;"Sala 25";"2017-02-13";"2017-06-17";"04";"6T123";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"DECM0006";"FORMACAO EM PESQUISA II";"STRICTO SENSU";2017;1;15;"Sala do orientador";"2017-03-06";"2017-06-24";"02";"7M5";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"PPGEM0036";"SEMINARIO DE PESQUISA I";"STRICTO SENSU";2017;1;1;"A definir";"2017-03-06";"2017-06-30";"07";"2M4";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"MUT481";"PRATICA DE CONJUNTO";"TÉCNICO";2017;1;10;"Sala 20";"2017-02-13";"2017-06-17";"01";"5T123";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"MCL0035";"INTERNATO EM CLINICA MEDICA II";"GRADUAÇÃO";2017;1;6;"HUOL";"2017-03-20";"2017-05-14";"01";"23456M123456  23456T1234 (20/03/2017 - 14/05/2017)";"";"f";1;"";"f";"A DEFINIR DOCENTE";"";"Presencial";"Campus Central"
"MCL0035";"INTERNATO EM CLINICA MEDICA II";"GRADUAÇÃO";2017;1;6;"HUOL";"2017-05-15";"2017-06-30";"06";"23456M123456  23456T51234 (15/05/2017 - 30/06/2017)";"";"f";1;"";"f";"A DEFINIR DOCENTE";"";"Presencial";"Campus Central"
"MTR0913";"METALURGIA DO PO";"GRADUAÇÃO";2017;1;20;"setor iv";"2017-02-13";"2017-07-01";"01";"35N12";"";"f";1;"";"f";"EXCLUÍDA";"";"Presencial";"Campus Central"
"MPEF0010";"PROCESSOS E SEQUENCIAS DE ENSINO E APRENDIZAGEM EM FISICA NO ENSINO MEDIO";"STRICTO SENSU";2017;1;16;"SALA 9-ECT";"2017-01-02";"2017-12-29";"01";"6T1234";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"MUT666";"PIANO COMPLEMENTAR I";"TÉCNICO";2017;1;7;"Sala 19";"2017-02-13";"2017-07-01";"01";"3T34";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"DBQ2240";"SEMINARIOS DE ORIENTACAO DE DISSERTACAO I";"STRICTO SENSU";2017;1;5;"A definir";"2017-02-13";"2017-06-30";"03";"7T5";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"EEC3025";"PROJETO DE PESQUISA I";"STRICTO SENSU";2017;1;1;"A definir";"2017-02-13";"2017-07-01";"12";"6N1234";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"IMD0035";"DESENVOLVIMENTO PARA DISPOSITIVOS MOVEIS III (WINDOWS PHONE)";"LATO SENSU";2017;1;40;"B202";"2017-02-17";"2017-03-04";"01";"7M2345  6T56 7T23456  6N1234";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"PEQ5011";"PROJETO DE TESE DE DOUTORADO";"STRICTO SENSU";2017;1;1;"Sala Prof. Eduardo";"2017-02-13";"2017-06-30";"01";"245T56";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"DIM0837";"ESTAGIO DOCENCIA EM COMPUTACAO 1";"STRICTO SENSU";2017;1;3;"a definir";"2017-02-13";"2017-06-24";"16";"6M1234";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"DIM1801";"ESTUDO ORIENTADO II";"STRICTO SENSU";2017;1;3;"A definir";"2017-02-13";"2017-06-24";"02";"6T1234";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"MMU0026";"DOCENCIA ASSISTIDA";"STRICTO SENSU";2017;1;1;"A definir";"2017-02-16";"2017-07-01";"03";"6M56";"Turma cadastrada para Liana";"f";1;"";"f";"ABERTA";"";"Presencial";""
"CLI2019";"TERMODINAMICA DA ATMOSFERA";"STRICTO SENSU";2017;1;2;"Departamento de geofísica";"2017-03-06";"2017-07-21";"01";"6T5634";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"PSI0106";"ESTAGIO III DA ENFASE I";"GRADUAÇÃO";2017;1;10;"A definir";"2017-02-13";"2017-07-01";"01";"7M1234 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"CST3135.1";"ACOMPANHAMENTO DE ESTAGIO SUPERVISIONADO EM ALIMENTACAO COLETIVA - PRATICA";"GRADUAÇÃO";2017;1;2;"HUAB";"2017-04-27";"2017-06-29";"06";"5M12 (27/04/2017 - 29/06/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Santa Cruz"
"ENF5012";"METODOLOGIAS E MODELOS ASSISTENCIAIS";"GRADUAÇÃO";2017;1;-1;"";"2017-02-13";"2017-07-01";"01";"";"";"f";1;"";"t";"ABERTA";"";"Presencial";"Campus Central"
"MUT307";"PERCEPCAO I";"TÉCNICO";2017;1;30;"Sala 23";"2017-02-13";"2017-06-17";"01";"2T12";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"ECT2403";"FISICA EXPERIMENTAL II";"GRADUAÇÃO";2017;1;-1;"";"2017-02-13";"2017-07-01";"07";"";"";"f";1;"";"t";"ABERTA";"";"Presencial";"Campus Central"
"PPGEM0038";"SEMINARIO DE PESQUISA III";"STRICTO SENSU";2017;1;1;"A definir";"2017-03-06";"2017-06-30";"01";"2M3";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"CST1137.6";"ATENCAO INTEGRAL A SAUDE NA MEDIA COMPLEXIDADE - PRATICA VI";"GRADUAÇÃO";2017;1;5;"HUAB";"2017-04-03";"2017-04-05";"03";"24M23456  4T1234 (03/04/2017 - 05/04/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Santa Cruz"
"MUT0103";"LINGUAGEM E ESTRUTURACAO MUSICAL III";"TÉCNICO";2017;1;50;"Sala 24";"2017-01-30";"2017-06-17";"01";"3T56";"";"f";1;"";"f";"EXCLUÍDA";"";"Presencial";""
"LET2132";"LEITURAS ORIENTADAS EM LITERATURA COMPARADA V";"STRICTO SENSU";2017;1;6;"sala do orientador";"2017-03-06";"2017-07-14";"13";"2T4";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"PGEL036";"TOPICOS AVANCADOS EM LINGUISTICA APLICADA VI";"STRICTO SENSU";2017;1;10;"Sala do orientador";"2017-03-06";"2017-07-14";"03";"2M456";"Só para Orientandos";"f";1;"";"f";"ABERTA";"";"Presencial";""
"PPGEM0038";"SEMINARIO DE PESQUISA III";"STRICTO SENSU";2017;1;2;"A definir";"2017-03-06";"2017-06-30";"02";"2M1";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"MMU0026";"DOCENCIA ASSISTIDA";"STRICTO SENSU";2017;1;1;"A definir";"2017-02-16";"2017-07-01";"06";"6T12";"Turma cadastrada para Maíra";"f";1;"";"f";"ABERTA";"";"Presencial";""
"MUT800";"INSTRUMENTO I";"TÉCNICO";2017;1;3;"Sala 15";"2017-02-13";"2017-06-17";"18";"3M123";"Saxofone";"f";1;"";"f";"ABERTA";"";"Presencial";""
"MUT800";"INSTRUMENTO I";"TÉCNICO";2017;1;3;"Sala 15";"2017-02-13";"2017-06-17";"19";"3M456";"Saxofone";"f";1;"";"f";"ABERTA";"";"Presencial";""
"LET0356";"LINGUISTICA III";"GRADUAÇÃO";2017;1;50;"A definir";"2017-02-13";"2017-07-01";"01";"35M12";"";"f";1;"";"f";"EXCLUÍDA";"";"Presencial";"Campus Central"
"FST0053";"PRATICA TERAPEUTICA SUPERVISIONADA II";"GRADUAÇÃO";2017;1;5;"dfst";"2017-04-24";"2017-06-30";"02";"24T1234 356T123 (24/04/2017 - 30/06/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DECM0006";"FORMACAO EM PESQUISA II";"STRICTO SENSU";2017;1;15;"Sala do orientador";"2017-03-06";"2017-06-24";"03";"7M5";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"MUT0101";"LINGUAGEM E ESTRUTURACAO MUSICAL I";"TÉCNICO";2017;1;40;"Sala 24";"2017-02-13";"2017-06-17";"01";"2T12";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"PPGEM0038";"SEMINARIO DE PESQUISA III";"STRICTO SENSU";2017;1;1;"A definir";"2017-03-06";"2017-06-30";"03";"2M3";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"CFL2008";"SEMINARIOS II";"STRICTO SENSU";2017;1;7;"Sala 02 - Prédio das Pós-Graduações";"2017-02-13";"2017-06-30";"01";"6T13";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
